G.006; 0; 404.8; 1.0; 38.0; 20.98; 0.0; 
G.007; 0; 400.96; 0.0; 38.0; 21.2; 0.0; 
G.009; 1; 404.8; 0.0; 37.0; 21.5; 0.0; 
G.010; 0; 413.76; 0.0; 36.0; 21.28; 0.0; 
G.011; 0; 413.76; 0.0; 37.0; 22.06; 0.0; 
G.012; 0; 404.8; 0.0; 39.0; 21.5; 0.0; 
G.019; 0; 411.84; 0.0; 39.0; 22.06; 0.0; 
G.020; 0; 412.8; 1.0; 38.0; 21.4; 0.0; 
G.021; 0; 409.92; 1.0; 40.0; 21.0; 0.0; 
G.022; 0; 413.76; 1.0; 39.0; 22.88; 0.0; 
G.044; 0; 412.8; 0.0; 38.0; 22.26; 0.0; 
G.054; 0; 401.92; 0.0; 46.0; 20.86; 0.0; 
G.069; 0; 401.92; 0.0; 43.0; 19.08; 0.0; 
1.005; 0; 419.84; 1.0; 37.0; 22.7; 104.96; 
1.010; 0; 416.0; 1.0; 38.0; 21.12; 309.76; 
1.017; 0; 429.76; 0.0; 35.0; 23.54; 2.56; 
1.018; 0; 425.92; 1.0; 41.0; 22.02; 0.0; 
1.024; 10; 401.92; 1.0; 36.0; 21.32; 0.0; 
1.024; 11; 395.84; 1.0; 36.0; 20.92; 537.6; 
1.024; 12; 396.8; 1.0; 35.0; 21.04; 330.24; 
1.024; 13; 400.0; 1.0; 40.0; 21.44; 601.6; 
1.024; 14; 408.96; 1.0; 35.0; 21.34; 494.08; 
1.024; 15; 413.76; 1.0; 35.0; 21.5; 494.08; 
1.024; 16; 400.0; 1.0; 35.0; 21.46; 38.4; 
1.024; 17; 394.88; 1.0; 36.0; 21.64; 204.8; 
1.025; 0; 403.84; 0.0; 37.0; 20.48; 1868.8; 
1.025A; 0; 400.96; 0.0; 38.0; 19.6; 0.0; 
1.026; 0; 414.72; 0.0; 39.0; 19.28; 46.08; 
1.025B; 0; 403.84; 0.0; 35.0; 20.14; 0.0; 
1.043; 0; 409.92; 0.0; 39.0; 21.54; 107.52; 
2.005; 0; 427.84; 1.0; 38.0; 21.04; 419.84; 
2.008; 0; 410.88; 1.0; 38.0; 21.74; 373.76; 
2.014; 0; 412.8; 1.0; 38.0; 22.02; 491.52; 
2.015; 0; 432.96; 0.0; 35.0; 22.94; 56.32; 
2.017; 0; 406.72; 0.0; 36.0; 22.24; 1285.12; 
2.019; 1; 424.0; 0.0; 34.0; 23.8; 17.92; 
2.019; 3; 419.84; 0.0; 35.0; 23.28; 2.56; 
2.020; 0; 401.92; 0.0; 36.0; 24.16; 0.0; 
2.021; 0; 409.92; 0.0; 36.0; 23.78; 0.0; 
2.022; 1; 417.92; 1.0; 39.0; 21.22; 0.0; 
2.038; 1; 408.0; 1.0; 36.0; 23.16; 184.32; 
2.038; 2; 404.8; 1.0; 36.0; 23.28; 138.24; 
2.048; 1; 404.8; 0.0; 37.0; 23.36; 10.24; 
2.048; 2; 421.76; 0.0; 36.0; 23.46; 40.96; 
2.048; 4; 400.0; 1.0; 36.0; 21.44; 117.76; 
2.048; 5; 419.84; 0.0; 41.0; 23.1; 104.96; 
2.058; 1; 398.72; 1.0; 38.0; 21.44; 294.4; 
2.058; 2; 414.72; 0.0; 38.0; 22.14; 117.76; 
2.060; 0; 406.72; 0.0; 38.0; 21.34; 389.12; 
3.004; 0; 400.0; 0.0; 39.0; 21.36; 0.0; 
3.005; 1; 444.8; 0.0; 38.0; 22.2; 0.0; 
3.005; 2; 420.8; 0.0; 36.0; 22.22; 0.0; 
3.005; 3; 419.84; 0.0; 36.0; 22.14; 0.0; 
3.005; 4; 416.96; 0.0; 37.0; 22.04; 0.0; 
3.007; 0; 405.76; 1.0; 37.0; 22.42; 0.0; 
3.014; 0; 409.92; 1.0; 37.0; 22.28; 0.0; 
3.015; 1; 411.84; 0.0; 33.0; 23.46; 0.0; 
3.015; 2; 402.88; 0.0; 32.0; 24.7; 0.0; 
3.015; 3; 395.84; 0.0; 32.0; 23.78; 0.0; 
3.015; 4; 401.92; 1.0; 36.0; 23.02; 0.0; 
3.015; 5; 402.88; 1.0; 33.0; 23.66; 0.0; 
3.015; 6; 396.8; 1.0; 33.0; 23.6; 0.0; 
3.015; 7; 412.8; 1.0; 34.0; 24.08; 0.0; 
3.015; 8; 408.0; 1.0; 32.0; 23.78; 0.0; 
3.015; 9; 406.72; 1.0; 33.0; 23.46; 0.0; 
3.018; 1; 412.8; 1.0; 35.0; 21.18; 0.0; 
3.018; 2; 414.72; 1.0; 37.0; 20.48; 0.0; 
3.018; 3; 409.92; 1.0; 35.0; 20.62; 0.0; 
3.018; 4; 430.72; 1.0; 38.0; 20.16; 0.0; 
3.022; 0; 404.8; 1.0; 37.0; 21.46; 0.0; 
3.029; 0; 401.92; 1.0; 39.0; 21.06; 0.0; 
3.030; 0; 406.72; 1.0; 39.0; 21.46; 0.0; 
3.031; 0; 397.76; 1.0; 35.0; 21.36; 0.0; 
3.032; 0; 420.8; 0.0; 37.0; 22.56; 0.0; 
3.033; 2; 411.84; 1.0; 37.0; 23.26; 0.0; 
3.033; 3; 424.96; 1.0; 36.0; 22.94; 0.0; 
3.048; 0; 412.8; 0.0; 39.0; 21.74; 261.12; 
3.049; 1; 411.84; 1.0; 37.0; 23.3; 0.0; 
3.049; 2; 421.76; 0.0; 38.0; 23.04; 0.0; 
3.049; 3; 410.88; 0.0; 36.0; 23.14; 0.0; 
3.049; 4; 419.84; 1.0; 37.0; 22.62; 0.0; 
3.049; 5; 406.72; 0.0; 36.0; 22.14; 0.0; 
3.050; 0; 390.72; 0.0; 40.0; 21.04; 440.32; 
4.022; 1; 402.88; 0.0; 32.0; 23.56; 0.0; 
4.022; 2; 403.84; 0.0; 33.0; 23.76; 0.0; 
4.022; 4; 397.76; 1.0; 35.0; 23.58; 0.0; 
4.026; 0; 404.8; 0.0; 39.0; 21.98; 0.0; 
4.034; 0; 402.88; 0.0; 36.0; 21.78; 0.0; 
4.035; 0; 405.76; 0.0; 35.0; 21.86; 0.0; 
4.036; 0; 440.0; 0.0; 35.0; 23.92; 0.0; 
4.037; 2; 470.72; 1.0; 34.0; 23.26; 0.0; 
4.037; 3; 413.76; 0.0; 33.0; 23.28; 0.0; 
4.037; 4; 462.72; 1.0; 35.0; 22.84; 0.0; 
4.037; 5; 472.96; 0.0; 34.0; 23.32; 0.0; 
4.052; 1; 429.76; 0.0; 36.0; 22.8; 46.08; 
4.053; 0; 432.96; 0.0; 39.0; 20.92; 2.56; 
5.008; 1; 432.96; 1.0; 33.0; 23.34; 7.68; 
5.008; 2; 440.96; 0.0; 34.0; 22.82; 0.0; 
5.008; 3; 419.84; 0.0; 37.0; 22.84; 5.12; 
5.008; 4; 425.92; 0.0; 34.0; 22.72; 2.56; 
5.008; 5; 426.88; 1.0; 35.0; 22.54; 0.0; 
5.008; 6; 420.8; 0.0; 37.0; 22.76; 0.0; 
5.009; 0; 420.8; 1.0; 35.0; 22.24; 4121.6; 
5.010; 0; 416.96; 0.0; 31.0; 25.56; 5.12; 
5.011; 0; 397.76; 0.0; 35.0; 21.94; 122.88; 
5.022; 0; 409.92; 0.0; 36.0; 21.46; 25.6; 
5.023; 1; 428.8; 1.0; 35.0; 22.66; 0.0; 
5.023; 2; 432.96; 1.0; 35.0; 22.24; 0.0; 
5.024; 1; 414.72; 0.0; 35.0; 22.96; 5.12; 
5.024; 2; 419.84; 1.0; 37.0; 22.74; 1643.52; 
5.025; 0; 416.0; 0.0; 34.0; 23.36; 5.12; 
5.030; 0; 432.96; 1.0; 38.0; 22.54; 578.56; 
5.031; 0; 414.72; 1.0; 34.0; 22.92; 719.36; 
5.032; 0; 413.76; 1.0; 36.0; 21.82; 5826.56; 
6.007; 1; 416.0; 1.0; 39.0; 20.96; 125.44; 
6.007; 2; 412.8; 0.0; 39.0; 21.04; 0.0; 
6.008; 0; 409.92; 0.0; 38.0; 21.1; 110.08; 
6.009; 0; 408.96; 0.0; 38.0; 21.46; 23.04; 
6.010; 0; 446.72; 0.0; 34.0; 23.42; 422.4; 
6.011; 0; 465.92; 0.0; 37.0; 21.8; 1635.84; 
6.012; 0; 459.84; 0.0; 35.0; 22.7; 878.08; 
6.015; 0; 416.96; 0.0; 39.0; 20.64; 79.36; 
6.019; 0; 416.96; 1.0; 38.0; 20.72; 2.56; 
6.024; 0; 417.92; 0.0; 40.0; 20.74; 317.44; 
6.025; 0; 416.0; 0.0; 38.0; 20.14; 156.16; 
6.030; 0; 426.88; 0.0; 34.0; 23.52; 0.0; 
6.031; 1; 418.88; 0.0; 34.0; 22.14; 2.56; 
6.031; 2; 430.72; 0.0; 36.0; 21.94; 2.56; 
6.032; 0; 434.88; 0.0; 36.0; 22.26; 2.56; 
6.037; 0; 907.52; 1.0; 38.0; 22.6; 440.32; 
6.038; 0; 417.92; 0.0; 37.0; 20.92; 5.12; 
6.038A; 0; 400.96; 1.0; 38.0; 21.0; 0.0; 
