G.006; 422.72; 1.0; 39.0; 21.28; 21.28; 
G.007; 416.0; 0.0; 36.0; 20.88; 20.88; 
G.009; 421.76; 0.0; 37.0; 0.0; 0.0; 
G.010; 425.92; 0.0; 42.0; 21.72; 21.72; 
G.011; 426.88; 0.0; 38.0; 21.24; 21.24; 
G.012; 411.84; 1.0; 44.0; 21.14; 21.14; 
G.018; 437.76; 1.0; 40.0; 0.0; 0.0; 
G.019; 422.72; 0.0; 37.0; 20.88; 20.88; 
G.020; 412.8; 0.0; 37.0; 22.16; 22.16; 
G.021; 438.72; 0.0; 39.0; 21.04; 21.04; 
G.022; 539.84; 0.0; 37.0; 539.84; 539.84; 
G.025; 0.0; 0.0; 0.0; 22.96; 22.96; 
G.026; 433.92; 0.0; 39.0; 26.94; 26.94; 
G.044; 427.84; 1.0; 37.0; 21.9; 21.9; 
G.045; 480.96; 0.0; 31.0; 26.94; 26.94; 
G.054; 435.84; 0.0; 46.0; 20.54; 20.54; 
G.055; 461.76; 0.0; 48.0; 19.8; 19.8; 
G.059; 0.0; 0.0; 0.0; 168.96; 168.96; 
G.062; 417.92; 0.0; 37.0; 18.9; 21.54; 
G.063; 410.88; 0.0; 32.0; 21.96; 21.96; 
G.069; 441.92; 0.0; 43.0; 20.3; 20.3; 
G.071; 0.0; 0.0; 0.0; 0.0; 97.28; 
G.071; 0.0; 0.0; 0.0; 0.0; 583.68; 
G.071; 0.0; 0.0; 0.0; 0.0; 448.0; 
G.071; 0.0; 0.0; 0.0; 0.0; 983.04; 
G.071; 0.0; 0.0; 0.0; 0.0; 133.12; 
G.081; 0.0; 0.0; 0.0; 747.52; 747.52; 
1.003; 411.84; 0.0; 30.0; 27.88; 27.88; 
1.005; 450.88; 1.0; 47.0; 409.6; 409.6; 
1.009; 438.72; 1.0; 39.0; 22.96; 22.96; 
1.009; 0.0; 0.0; 0.0; 591.36; 591.36; 
1.010; 448.0; 0.0; 37.0; 38.4; 38.4; 
1.014; 0.0; 0.0; 0.0; 1.0; 1.0; 
1.017; 456.0; 0.0; 34.0; 5.12; 5.12; 
1.018; 512.96; 1.0; 39.0; 204.8; 204.8; 
1.019; 468.8; 0.0; 40.0; 0.0; 0.0; 
1.020; 460.8; 0.0; 39.0; 317.44; 317.44; 
1.024; 449.92; 0.0; 40.0; 20.54; 20.54; 
1.024; 449.92; 1.0; 46.0; 576.0; 576.0; 
1.024; 440.0; 1.0; 45.0; 21.28; 21.28; 
1.024; 442.88; 1.0; 39.0; 491.52; 491.52; 
1.024; 437.76; 1.0; 45.0; 317.44; 317.44; 
1.024; 449.92; 1.0; 39.0; 601.6; 601.6; 
1.024; 456.0; 1.0; 37.0; 591.36; 591.36; 
1.024; 445.76; 1.0; 42.0; 494.08; 494.08; 
1.024; 422.72; 1.0; 41.0; 171.52; 171.52; 
1.024; 518.72; 0.0; 43.0; 253.44; 253.44; 
1.025; 694.4; 0.0; 44.0; 1702.4; 1702.4; 
1.025A; 858.88; 0.0; 45.0; 20.9; 20.9; 
1.026; 440.96; 0.0; 45.0; 97.28; 97.28; 
1.025B; 515.84; 1.0; 40.0; 20.16; 20.16; 
1.040; 451.84; 0.0; 42.0; 18.06; 18.06; 
1.042; 416.96; 0.0; 43.0; 309.76; 309.76; 
1.042; 416.0; 0.0; 43.0; 330.24; 330.24; 
1.042; 417.92; 1.0; 44.0; 583.68; 583.68; 
1.043; 571.84; 0.0; 38.0; 20.48; 20.48; 
2.003; 424.96; 0.0; 40.0; 22.78; 22.78; 
2.005; 472.0; 0.0; 35.0; 0.0; 755.2; 
2.007; 0.0; 0.0; 0.0; 478.72; 478.72; 
2.008; 494.72; 1.0; 36.0; 0.392157; 422.4; 
2.010; 0.0; 0.0; 0.0; 1.0; 1.0; 
2.014; 472.0; 1.0; 35.0; 0.0; 970.24; 
2.015; 544.96; 0.0; 39.0; 0.0; 25.6; 
2.017; 440.0; 0.0; 46.0; 0.0; 1285.12; 
2.019; 616.96; 1.0; 43.0; 22.78; 22.78; 
2.019; 602.88; 1.0; 36.0; 711.68; 711.68; 
2.019; 701.44; 1.0; 38.0; 291.84; 291.84; 
2.020; 629.76; 0.0; 33.0; 0.0; 0.0; 
2.021; 464.96; 1.0; 41.0; 0.0; 1.0; 
2.022; 555.84; 0.0; 39.0; 1228.8; 1228.8; 
2.022; 470.72; 0.0; 38.0; 22.7451; 21.56; 
2.026; 496.96; 0.0; 0.0; 0.0; 435.2; 
2.027; 413.76; 0.0; 31.0; 0.0; 0.0; 
2.035; 0.0; 0.0; 0.0; 1.0; 1.0; 
2.037; 0.0; 0.0; 34.0; 0.0; 399.36; 
2.037; 441.92; 0.0; 0.0; 0.0; 509.44; 
2.038; 544.96; 1.0; 42.0; 0.0; 184.32; 
2.038; 461.76; 1.0; 41.0; 0.0; 409.6; 
2.048; 483.84; 1.0; 43.0; 0.0; 591.36; 
2.048; 464.0; 1.0; 38.0; 0.0; 463.36; 
2.048; 462.72; 0.0; 39.0; 0.0; 28.16; 
2.048; 438.72; 1.0; 36.0; 0.0; 143.36; 
2.048; 469.76; 1.0; 39.0; 0.0; 343.04; 
2.049; 472.0; 0.0; 32.0; 24.74; 24.74; 
2.056; 459.84; 0.0; 28.0; 27.14; 27.14; 
2.058; 460.8; 1.0; 35.0; 18.8235; 368.64; 
2.058; 459.84; 0.0; 44.0; 0.0; 192.0; 
2.059; 472.96; 0.0; 44.0; 27.72; 27.72; 
2.060; 427.84; 0.0; 43.0; 0.0; 496.64; 
3.003; 432.96; 0.0; 29.0; 28.28; 28.28; 
3.004; 434.88; 0.0; 34.0; 22.7; 22.7; 
3.005; 496.96; 0.0; 41.0; 22.54; 537.6; 
3.005; 515.84; 0.0; 42.0; 23.28; 1121.28; 
3.005; 490.88; 0.0; 45.0; 22.38; 555.52; 
3.005; 486.72; 0.0; 38.0; 22.82; 1582.08; 
3.007; 469.76; 1.0; 34.0; 22.92; 22.92; 
3.008; 438.72; 0.0; 39.0; 22.1; 22.1; 
3.010; 0.0; 0.0; 0.0; 1.0; 1.0; 
3.011; 0.0; 0.0; 0.0; 1.0; 1.0; 
3.014; 520.96; 1.0; 36.0; 22.64; 22.64; 
3.015; 483.84; 0.0; 35.0; 22.82; 2.56; 
3.015; 488.96; 0.0; 33.0; 24.02; 10.24; 
3.015; 475.84; 0.0; 33.0; 23.06; 30.72; 
3.015; 522.88; 0.0; 36.0; 23.78; 253.44; 
3.015; 480.96; 0.0; 34.0; 23.08; 291.84; 
3.015; 508.8; 0.0; 34.0; 23.16; 532.48; 
3.015; 506.88; 0.0; 33.0; 23.78; 279.04; 
3.015; 512.96; 0.0; 34.0; 23.0; 409.6; 
