G.006; 427.84; 0.0; 35.0; 21.78; 21.78; 
G.007; 409.92; 0.0; 27.0; 21.26; 21.26; 
G.009; 424.0; 0.0; 31.0; 0.0; 0.0; 
G.012; 412.8; 0.0; 35.0; 21.24; 21.24; 
G.019; 420.8; 0.0; 28.0; 20.58; 20.58; 
G.020; 411.84; 1.0; 29.0; 22.34; 22.34; 
G.021; 448.0; 1.0; 32.0; 21.08; 21.08; 
G.022; 525.76; 1.0; 33.0; 525.76; 525.76; 
G.044; 432.96; 0.0; 31.0; 22.54; 22.54; 
G.054; 433.92; 0.0; 44.0; 20.68; 20.68; 
G.069; 408.96; 0.0; 31.0; 19.68; 19.68; 
1.005; 426.88; 1.0; 27.0; 291.84; 291.84; 
1.009; 428.8; 0.0; 37.0; 22.62; 22.62; 
1.010; 428.8; 1.0; 28.0; 309.76; 309.76; 
1.018; 467.84; 0.0; 31.0; 1013.76; 1013.76; 
1.024; 434.88; 0.0; 39.0; 21.22; 21.22; 
1.024; 404.8; 1.0; 31.0; 71.68; 71.68; 
1.024; 401.92; 1.0; 31.0; 21.1; 21.1; 
1.024; 402.88; 1.0; 30.0; 911.36; 911.36; 
1.024; 402.88; 1.0; 30.0; 373.76; 373.76; 
1.024; 416.96; 1.0; 31.0; 1013.76; 1013.76; 
1.024; 412.8; 1.0; 31.0; 524.8; 524.8; 
1.024; 411.84; 1.0; 29.0; 834.56; 834.56; 
1.024; 408.0; 0.0; 35.0; 46.08; 46.08; 
1.024; 430.72; 1.0; 39.0; 140.8; 140.8; 
1.025; 438.72; 0.0; 36.0; 10823.7; 10823.7; 
1.025A; 412.8; 0.0; 31.0; 20.46; 20.46; 
1.026; 413.76; 0.0; 36.0; 61.44; 61.44; 
1.025B; 400.0; 0.0; 30.0; 20.0; 20.0; 
1.042; 403.84; 0.0; 28.0; 215.04; 215.04; 
1.042; 402.88; 0.0; 28.0; 186.88; 186.88; 
1.043; 458.88; 1.0; 29.0; 51.2; 51.2; 
2.008; 452.8; 1.0; 28.0; 0.392157; 399.36; 
2.014; 414.72; 1.0; 28.0; 0.392157; 609.28; 
2.015; 478.72; 1.0; 26.0; 0.0; 1034.24; 
2.017; 433.92; 0.0; 26.0; 0.0; 11817.0; 
2.019; 433.92; 1.0; 27.0; 22.88; 22.88; 
2.019; 416.96; 0.0; 27.0; 4008.96; 4008.96; 
2.019; 456.96; 1.0; 28.0; 435.2; 435.2; 
2.022; 413.76; 1.0; 31.0; 2344.96; 2344.96; 
2.058; 446.72; 1.0; 30.0; 0.0; 294.4; 
2.058; 448.96; 1.0; 30.0; 0.0; 192.0; 
2.060; 408.96; 0.0; 26.0; 0.0; 222.72; 
3.004; 441.92; 0.0; 30.0; 21.64; 21.64; 
3.005; 491.84; 1.0; 37.0; 22.0; 1128.96; 
3.005; 528.96; 1.0; 38.0; 22.3; 1433.6; 
3.005; 417.92; 1.0; 39.0; 21.92; 1738.24; 
3.005; 466.88; 1.0; 34.0; 21.56; 1681.92; 
3.007; 470.72; 1.0; 29.0; 21.8; 21.8; 
3.014; 454.72; 1.0; 29.0; 21.86; 21.86; 
3.015; 421.76; 1.0; 26.0; 22.46; 250.88; 
3.015; 410.88; 1.0; 25.0; 23.58; 440.32; 
3.015; 416.0; 1.0; 25.0; 22.98; 384.0; 
3.015; 435.84; 1.0; 27.0; 23.68; 547.84; 
3.015; 418.88; 1.0; 25.0; 23.24; 409.6; 
3.015; 429.76; 1.0; 25.0; 23.92; 2073.6; 
3.015; 428.8; 1.0; 25.0; 23.72; 491.52; 
3.015; 429.76; 1.0; 25.0; 23.84; 967.68; 
3.015; 425.92; 1.0; 25.0; 23.34; 317.44; 
3.018; 412.8; 0.0; 28.0; 22.22; 2408.96; 
3.018; 417.92; 0.0; 28.0; 21.62; 92.16; 
3.018; 405.76; 0.0; 27.0; 22.0; 1536.0; 
3.018; 424.96; 0.0; 30.0; 21.5; 204.8; 
3.022; 414.72; 1.0; 29.0; 20.98; 20.98; 
3.029; 402.88; 1.0; 31.0; 19.18; 19.18; 
3.030; 397.76; 0.0; 32.0; 18.76; 18.76; 
3.031; 410.88; 1.0; 28.0; 21.04; 21.04; 
3.032; 414.72; 0.0; 32.0; 22.88; 22.88; 
3.033; 430.72; 1.0; 33.0; 22.84; 22.84; 
3.033; 443.84; 1.0; 28.0; 23.2; 23.2; 
3.048; 420.8; 0.0; 28.0; 368.64; 368.64; 
3.049; 412.8; 1.0; 32.0; 107.52; 107.52; 
3.049; 482.88; 1.0; 32.0; 23.04; 23.04; 
3.049; 416.0; 1.0; 27.0; 22.98; 22.98; 
3.049; 412.8; 1.0; 28.0; 23.14; 23.14; 
3.049; 416.0; 0.0; 30.0; 22.62; 22.62; 
3.050; 456.0; 1.0; 32.0; 307.2; 307.2; 
4.004; 564.8; 1.0; 3348.0; 23.56; 23.56; 
4.005; 461.76; 1.0; 3898.0; 58.8235; 13803.5; 
4.005; 476.8; 1.0; 3398.0; 100.0; 5140.48; 
