4.005; 450.88; 1.0; 3298.0; 0.392157; 1753.6; 
4.015; 424.96; 1.0; 3748.0; 0.0; 1036.8; 
4.018; 456.0; 1.0; 3498.0; 1367.04; 1367.04; 
4.020; 418.88; 1.0; 3398.0; 21.46; 21.46; 
4.021; 424.96; 1.0; 3398.0; 21.5; 21.5; 
4.026; 464.96; 1.0; 26.0; 21.72; 21.72; 
4.034; 416.96; 0.0; 30.0; 19.86; 19.86; 
4.035; 410.88; 0.0; 26.0; 0.392157; 20.98; 
4.036; 411.84; 0.0; 27.0; 21.52; 21.52; 
4.053; 442.88; 0.0; 26.0; 499.2; 499.2; 
5.008; 429.76; 1.0; 25.0; 0.0; 1643.52; 
5.008; 416.96; 0.0; 26.0; 0.392157; 0.0; 
5.009; 420.8; 0.0; 26.0; 11376.6; 11376.6; 
5.010; 428.8; 0.0; 23.0; 2.56; 2.56; 
5.011; 411.84; 0.0; 24.0; 133.12; 133.12; 
5.022; 421.76; 1.0; 32.0; 163.84; 163.84; 
5.023; 430.72; 0.0; 27.0; 1484.8; 1484.8; 
5.023; 432.0; 0.0; 27.0; 10.1961; 0.0; 
5.025; 414.72; 1.0; 34.0; 76.8; 76.8; 
5.030; 424.0; 0.0; 29.0; 384.0; 384.0; 
5.031; 413.76; 0.0; 26.0; 389.12; 389.12; 
5.032; 408.0; 0.0; 33.0; 3235.84; 3235.84; 
6.007; 432.96; 1.0; 29.0; 26.6667; 225.28; 
6.007; 416.0; 1.0; 29.0; 0.392157; 1.0; 
6.008; 419.84; 0.0; 29.0; 128.0; 128.0; 
6.009; 418.88; 0.0; 29.0; 28.16; 28.16; 
6.010; 419.84; 0.0; 26.0; 1797.12; 1797.12; 
6.011; 418.88; 0.0; 28.0; 6522.88; 6522.88; 
6.012; 478.72; 1.0; 25.0; 3737.6; 3737.6; 
6.015; 416.96; 0.0; 30.0; 76.8; 76.8; 
6.019; 412.8; 1.0; 30.0; 204.8; 204.8; 
6.024; 406.72; 1.0; 31.0; 478.72; 478.72; 
6.025; 404.8; 0.0; 30.0; 225.28; 225.28; 
6.027; 416.0; 0.0; 25.0; 7.68; 7.68; 
6.030; 424.0; 0.0; 25.0; 97.28; 97.28; 
6.032; 420.8; 1.0; 38.0; 138.24; 138.24; 
6.037; 429.76; 0.0; 37.0; 601.6; 601.6; 
6.038; 432.0; 0.0; 34.0; 232.96; 232.96; 
6.038A; 420.8; 1.0; 33.0; 23.86; 23.86; 
